154284503279615818	2018-11-22 00:03:52.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284535079615818	2018-11-22 00:09:10.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284552679615818	2018-11-22 00:12:06.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284574179615818	2018-11-22 00:15:41.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284622079615818	2018-11-22 00:23:40.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284650679615818	2018-11-22 00:28:26.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284674579615818	2018-11-22 00:32:25.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284713079615818	2018-11-22 00:38:50.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284730979615818	2018-11-22 00:41:49.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284755979615818	2018-11-22 00:45:59.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284775879615818	2018-11-22 00:49:18.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284825379615818	2018-11-22 00:57:33.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284850679615818	2018-11-22 01:01:46.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284873579615818	2018-11-22 01:05:35.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284913179615818	2018-11-22 01:12:11.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284945779615818	2018-11-22 01:17:37.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284969779615818	2018-11-22 01:21:37.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154284989979615818	2018-11-22 01:24:59.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285020579615818	2018-11-22 01:30:05.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285049179615818	2018-11-22 01:34:51.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285068779615818	2018-11-22 01:38:07.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285081879615818	2018-11-22 01:40:18.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285106979615818	2018-11-22 01:44:29.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285130379615818	2018-11-22 01:48:23.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285150479615818	2018-11-22 01:51:44.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285175579615818	2018-11-22 01:55:55.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285194479615818	2018-11-22 01:59:04.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285218379615818	2018-11-22 02:03:03.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285235679615818	2018-11-22 02:05:56.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285261279615818	2018-11-22 02:10:12.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285284279615818	2018-11-22 02:14:02.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285303779615818	2018-11-22 02:17:17.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285332679615818	2018-11-22 02:22:06.796	15	paid			818	Chicago-Naperville-Elgin, IL-IN-WI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285572879626820	2018-11-22 03:02:08.796	26	free			820	San Jose-Sunnyvale-Santa Clara, CA	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285595579626820	2018-11-22 03:05:55.796	26	free			820	San Jose-Sunnyvale-Santa Clara, CA	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154285621779626820	2018-11-22 03:10:17.796	26	free			820	San Jose-Sunnyvale-Santa Clara, CA	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36"""
154287130079650824	2018-11-22 07:21:40.796	50	free			824	New Haven-Milford, CT	"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"""
154288386679697828	2018-11-22 10:51:06.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288431979697828	2018-11-22 10:58:39.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288459379697828	2018-11-22 11:03:13.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288486579697828	2018-11-22 11:07:45.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288503279697828	2018-11-22 11:10:32.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288529979697828	2018-11-22 11:14:59.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288550879697828	2018-11-22 11:18:28.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288566379697828	2018-11-22 11:21:03.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288587279697828	2018-11-22 11:24:32.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288610279697828	2018-11-22 11:28:22.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288634179697828	2018-11-22 11:32:21.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288655979697828	2018-11-22 11:35:59.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288677879697828	2018-11-22 11:39:38.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288713279697828	2018-11-22 11:45:32.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
154288734079697828	2018-11-22 11:49:00.796	97	paid			828	Lansing-East Lansing, MI	"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36"""
